oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
473201200005413,44530342,2458199.8093167255,58199.303425899998,16.148592,0.0135716284,32768,zr,187.28290269999999,2.0600687999999998,0.653999984,0.00100000005,20180322303113,473,0x1,0x2,19.9599991,25.0088787,0.0464100093,0.100406706,4.17287047e-05,30,1.171,1
473201200005413,46023870,2458214.7445445154,58214.238703700001,16.1361923,0.0135382032,32768,zr,187.2829318,2.0600966000000001,0.921000004,-0.0149999997,20180406238704,473,0x1,0x2,19.5699997,25.4382038,0.0425989628,0.113286301,3.91208414e-05,30,1.22500002,1
473201200005413,46024243,2458214.7482713577,58214.242430600003,16.1199875,0.0134955142,32768,zr,187.2829102,2.0600841000000001,0.694000006,-0.0189999994,20180406242407,473,0x1,0x2,19.5300007,25.1229858,0.0430514738,0.101839043,4.19433563e-05,30,1.21500003,3
473201200005413,46327936,2458217.7851479989,58217.279363399997,16.1645298,0.0136155756,0,zr,187.28290659999999,2.0600784000000001,0.654999971,-0.0170000009,20180409279363,473,0x1,0x2,21.25,26.1237679,0.0238038488,0.110359482,1.0964879e-05,30,1.14400005,1
473201200005413,46328027,2458217.7860623798,58217.280277799997,16.1467266,0.0135665592,0,zr,187.2829007,2.0600774999999998,0.842000008,-0.0529999994,20180409280278,473,0x1,0x2,21.3299999,26.1259556,0.022608716,0.108322047,9.8301698e-06,30,1.14400005,3
473201200005413,46330437,2458217.8101590737,58217.304375,16.1456795,0.0135637224,0,zr,187.2828973,2.0600792000000001,0.931999981,0.0170000009,20180409304363,473,0x1,0x2,21.3299999,26.0779629,0.0233612116,0.110267609,1.04244073e-05,30,1.14499998,3
473201200005413,46330530,2458217.8110849541,58217.3053009,16.1507835,0.0135776037,0,zr,187.28289939999999,2.0600749999999999,0.749000013,-0.0419999994,20180409305289,473,0x1,0x2,21.2000008,26.0330791,0.0243143141,0.110946603,1.14424802e-05,30,1.14499998,1
473201200005413,46427667,2458218.7824410126,58218.276678200004,16.1460876,0.0135648251,0,zr,187.28289950000001,2.0600790999999998,0.768999994,-0.0149999997,20180410276493,473,0x1,0x2,21.0900002,25.9984055,0.0242872685,0.111761674,1.12709386e-05,30,1.14400005,3
473201200005413,46430256,2458218.808331626,58218.302569400003,16.1602173,0.0136035709,0,zr,187.28291369999999,2.0600923,1.00199997,-0.0810000002,20180410302569,473,0x1,0x2,21.0900002,26.0936356,0.0253446102,0.116134293,1.23620566e-05,30,1.14499998,3
473201200005413,46524444,2458219.750184495,58219.244444399999,16.1410294,0.0135511653,0,zr,187.28291290000001,2.0600953999999998,1.01600003,-0.0359999985,20180411244433,473,0x1,0x2,20.3600006,25.9100704,0.0325267874,0.115388803,2.03008094e-05,30,1.17900002,3
473201200005413,46530398,2458219.8097201558,58219.303981500001,16.0965137,0.0134356339,32768,zr,187.28295750000001,2.0601455,1.46800005,-0.0289999992,20180411303981,473,0x1,0x2,19.5400009,25.2458382,0.0473418124,0.121142343,5.24130955e-05,30,1.148,3
473201200005413,46725503,2458221.7607227052,58221.2550347,16.1267319,0.0135131432,0,zr,187.2830204,2.060308,0.666000009,0.0379999988,20180413255035,473,0x1,0x2,19.7199993,25.9002323,0.0393551029,0.116920911,3.31882984e-05,30,1.15499997,1
473201200005413,47026240,2458224.7680052342,58224.262407399998,16.1264935,0.0135125183,0,zr,187.28290430000001,2.0601101000000002,0.958999991,-0.0170000009,20180416262396,473,0x1,0x2,20.4599991,25.9826641,0.0303404741,0.113390267,1.79641829e-05,30,1.14300001,3
473201200005413,47026331,2458224.7689080057,58224.263310200004,16.1408863,0.0135507816,0,zr,187.28291419999999,2.0600966000000001,1.17799997,-0.0960000008,20180416263310,473,0x1,0x2,20.7800007,25.9970875,0.0273241326,0.116401881,1.47039927e-05,30,1.14300001,1
473201200005413,47027954,2458224.7851458797,58224.279548600003,16.1387558,0.0135450615,0,zr,187.28290240000001,2.0600953999999998,1.13499999,-0.063000001,20180416279537,473,0x1,0x2,21.0300007,26.097105,0.0242335405,0.117483735,1.16382316e-05,30,1.14199996,1
473201200005413,47028137,2458224.7869745204,58224.281377300002,16.134201,0.0135328984,0,zr,187.28289649999999,2.0600947999999999,1.52900004,-0.00999999978,20180416281366,473,0x1,0x2,20.8600006,26.0255756,0.027085023,0.120553195,1.44435053e-05,30,1.14300001,3
473201200005413,47327126,2458227.7767547662,58227.271261599999,16.1203651,0.0134964967,0,zr,187.2829247,2.0601045,1.98800004,-0.057,20180419271215,473,0x1,0x2,20.6299992,25.8118839,0.03063621,0.124275275,1.82581734e-05,30,1.14199996,3
473201200005413,47917244,2458233.6776893875,58233.172442100004,16.1635151,0.0136127397,0,zr,187.28288280000001,2.0600838000000001,1.13100004,-0.0610000007,20180425172419,473,0x1,0x2,20.2000008,26.159483,0.0329977199,0.102603845,2.13039966e-05,30,1.27400005,1
473201200005413,47917335,2458233.678603746,58233.173356500003,16.1761398,0.0136482846,0,zr,187.28289570000001,2.0600915,0.726000011,-0.0299999993,20180425173345,473,0x1,0x2,20.3199997,26.1601295,0.0318253376,0.102766462,1.99012484e-05,30,1.26999998,3
473201200005413,48827156,2458242.7763317483,58242.271562499998,16.1523914,0.0135820033,0,zr,187.28289659999999,2.0600768,1.05499995,-0.0649999976,20180504271030,473,0x1,0x2,21.0799999,26.1438847,0.0242248438,0.113873862,1.15946523e-05,30,1.19400001,1
473201200005413,48916880,2458243.6735238624,58243.168807900001,16.1847401,0.0136728995,0,zr,187.2828738,2.0601143999999998,1.73699999,-0.061999999,20180505168796,473,0x1,0x2,21.1000004,26.1330433,0.0258349981,0.0822959095,1.29020618e-05,30,1.20099998,3
473201200005413,49016936,2458244.6740187085,58244.169363399997,16.1875706,0.0136810737,0,zr,187.2828844,2.0600790999999998,2.02900004,-0.0689999983,20180506169317,473,0x1,0x2,21.0900002,26.1421051,0.0230340119,0.0906924531,1.02631429e-05,30,1.19400001,3
473201200005413,49116818,2458245.6727763652,58245.168182900001,16.141901,0.0135535086,0,zr,187.28288699999999,2.0600692,1.37899995,-0.0579999983,20180507168171,473,0x1,0x2,20.8899994,26.0992031,0.0260710791,0.106234469,1.28870697e-05,30,1.19000006,1
473201200005413,49118870,2458245.6932958872,58245.188703699998,16.1205254,0.0134969102,32768,zr,187.28288989999999,2.0600903000000002,0.524999976,-0.0320000015,20180507188692,473,0x1,0x2,19.8700008,25.0998363,0.0404399335,0.106732659,3.34754222e-05,30,1.15699995,3
473201200005413,49323237,2458247.7368343459,58247.232372699997,16.1618614,0.0136081362,0,zr,187.28290659999999,2.0601099999999999,1.00199997,0.101999998,20180509232338,473,0x1,0x2,21.2700005,26.1545391,0.0244677421,0.113240592,1.15668936e-05,30,1.153,3
473201200005413,49523160,2458249.7359377313,58249.231608800001,16.1754303,0.0136462701,32768,zr,187.28307419999999,2.0602119000000001,1.10099995,0.00400000019,20180511231597,473,0x1,0x2,20.0799999,25.8861809,0.0410926566,0.133796781,3.32670788e-05,30,1.15900004,1
473201200005413,49523253,2458249.7368635661,58249.232534700001,16.1291656,0.0135195553,0,zr,187.2830251,2.0601934000000002,0.879000008,-0.00999999978,20180511232523,473,0x1,0x2,19.8799992,25.7617931,0.0412408896,0.137357056,3.29932336e-05,30,1.15999997,3
473201200005413,49621400,2458250.7182665383,58250.214004599999,16.135704,0.013536904,0,zr,187.2829414,2.0601527000000002,0.838,0.00800000038,20180512213947,473,0x1,0x2,19.7700005,26.1721668,0.0420579948,0.120179445,3.57679601e-05,30,1.14600003,3
473201200005413,50321055,2458257.714308654,58257.210555600002,16.1445885,0.0135607701,0,zr,187.28290150000001,2.0600835000000002,0.510999978,-0.00400000019,20180519210544,473,0x1,0x2,21.4300003,26.1077652,0.0243912935,0.106731407,1.16646579e-05,30,1.15999997,1
473201200005413,50321146,2458257.715222884,58257.211469900001,16.1488152,0.0135722365,0,zr,187.2828997,2.0600836999999999,0.404000014,-0.0260000005,20180519211458,473,0x1,0x2,21.3600006,26.120039,0.0243745074,0.111732155,1.15476432e-05,30,1.16100001,3
473201200005413,50420909,2458258.7127733575,58258.209097200001,16.1458664,0.0135642271,0,zr,187.28289989999999,2.0600906000000001,0.890999973,0.00200000009,20180520209097,473,0x1,0x2,21.3600006,26.0852814,0.0238436423,0.112802342,1.11483323e-05,30,1.16100001,3
473201200005413,50524907,2458259.7526690983,58259.2490741,16.1154442,0.013483746,32768,zr,187.28289119999999,2.0601205999999999,0.640999973,-0.00499999989,20180521249062,473,0x1,0x2,18.3600006,24.1137829,0.0500795543,0.0890051126,0.000146339895,30,1.26499999,3
473201200005413,51329354,2458267.79647562,58267.293541699997,16.1504822,0.0135767888,0,zr,187.28288850000001,2.0600901999999999,0.776000023,-0.0719999969,20180529293530,473,0x1,0x2,20.0200005,26.1010685,0.036799375,0.115704127,2.704701e-05,30,1.73000002,3
473201200005413,51329445,2458267.7973898426,58267.294456000003,16.144434,0.0135603473,0,zr,187.2829059,2.0600866999999998,1.07700002,0.00899999961,20180529294444,473,0x1,0x2,20.0100002,26.0790081,0.0360277444,0.107505418,2.58790787e-05,30,1.74100006,1
473201200005413,51518836,2458269.6911385977,58269.188368100004,16.1080055,0.0134646632,0,zr,187.28297359999999,2.0601148,1.81400001,0.0989999995,20180531188310,473,0x1,0x2,20.7199993,26.1439857,0.0306902789,0.123327442,1.85694116e-05,30,1.176,3
473201200005413,51718790,2458271.6905002012,58271.1879051,16.1247406,0.0135079185,0,zr,187.2828978,2.0601050999999999,1.22500002,-0.0579999983,20180602187905,473,0x1,0x2,20.6599998,26.1179981,0.0288363602,0.117653474,1.63103014e-05,30,1.18499994,1
473201200005413,52019564,2458274.6979742432,58274.195648100002,16.1792755,0.0136572169,0,zr,187.2828978,2.0600778000000002,0.875999987,-0.0240000002,20180605195637,473,0x1,0x2,21.4099998,26.1532135,0.0225146469,0.107618086,9.91113302e-06,30,1.22399998,3
473201200005413,52019656,2458274.6988885603,58274.196562500001,16.1544018,0.0135875205,0,zr,187.28289889999999,2.0600809999999998,1.00600004,-0.0390000008,20180605196551,473,0x1,0x2,21.4200001,26.1483307,0.0225553364,0.111453325,9.92425885e-06,30,1.227,1
473201200005413,52323284,2458277.7348960731,58277.232847200001,16.1174145,0.0134888338,0,zr,187.28290440000001,2.0600904999999998,0.797999978,0.0469999984,20180608232847,473,0x1,0x2,21.3400002,26.0621376,0.0241937004,0.113595672,1.11961663e-05,30,1.43099999,1
473201200005413,52324589,2458277.7479388607,58277.2458912,16.1382027,0.0135435797,0,zr,187.28290029999999,2.0600868000000001,0.536000013,0.00999999978,20180608245880,473,0x1,0x2,21.25,26.0429974,0.0253972113,0.118028089,1.23505706e-05,30,1.528,3
473201200005413,52423292,2458278.734884656,58278.232928199999,16.1595879,0.0136018284,0,zr,187.2828978,2.0600838000000001,0.967999995,-0.0320000015,20180609232917,473,0x1,0x2,20.7900009,26.084425,0.0293711964,0.117018126,1.66776499e-05,30,1.45000005,3
473201200005413,52617263,2458280.6744147027,58280.172638900003,16.1408558,0.013550696,0,zr,187.2828872,2.0600846000000002,1.23699999,-0.0430000015,20180611172639,473,0x1,0x2,20.6700001,26.1624355,0.0317833982,0.100219101,1.99065653e-05,30,1.20700002,3
473201200005413,52617358,2458280.6753637148,58280.173587999998,16.1407661,0.0135504557,0,zr,187.28290079999999,2.0600863999999999,0.952000022,-0.0719999969,20180611173565,473,0x1,0x2,20.8400002,26.156311,0.0265617631,0.110264935,1.3864098e-05,30,1.20899999,1
473201200005413,52719215,2458281.6938329204,58281.192152800002,16.1313705,0.0135253882,0,zr,187.28293769999999,2.0600966999999999,1.73800004,-0.0560000017,20180612192095,473,0x1,0x2,21.0300007,26.1088276,0.0277874358,0.123229764,1.52686061e-05,30,1.278,3
473201200005413,52919130,2458283.69279913,58283.191307900001,16.1695499,0.0136296423,0,zr,187.28289699999999,2.0600879000000001,1.28199995,-0.108000003,20180614191296,473,0x1,0x2,21.1299992,26.141304,0.0278523192,0.112658851,1.5038906e-05,30,1.29700005,1
